,WMAPE,city_code
0,8434.039469501904,50a2afbdc678a65f
1,54.78121542399179,93656feaf53efbef
2,30.589487627277602,44d800c11a5f3bfa
3,437.25890092107284,d42d0e216f57b2ae
4,101.93401856371817,2ad055c7757d499d
5,122.11098434787017,5b6072f8f6d37acc
6,37.783276095586594,68f01d67ad163f32
7,7.63279575488337,9ce50fa197613de1
8,19.01288924572458,13804a196311e1ba
9,3.964786083715519,cdc89121a4b9478b
10,17.995210643604707,f39d21744916469c
11,184.77093866623775,5e7093a1cd2a8779
12,5.183407013455753,80e8ffb027590a74
13,9.500035306066069,ab984377b2dc0284
14,4.491121387488072,783dbed4df67af9f
15,13.932706285039897,7e56bd83460aabc7
16,66.80592258146262,841ef18dcb3dbc3e
17,24.05755994704429,60982e0f7928740a
18,75.90427747618286,a245de687a867003
19,80.84278579165988,0dcbfaab30eb40c1
20,746.9934300439392,a7187a1b5b870cf4
21,36.51138901580049,10973d6049af898b
22,577.6188533070693,773cbe24d8fc9fea
23,29.940716012352734,d6ffd6d7dfe22d57
24,5.846641791716296,4b530007d167bd54
25,20.28602428978402,47564ef7b8c69829
26,100.14310213560556,07ce2e79e19977e9
27,4.491827528762029,c118b149223ba711
28,7.426725302265993,df19203419d2ea64
29,111.37333038348596,3a8618990d23351f
30,19.251455888522955,5214b514b5b440be
31,16.184494522823215,a18af8fbae254d86
32,19.275029232413964,66fdcb391ed58d3d
33,72.71714232023733,746cc42bfb8f6b62
34,4.884364776656179,11645a57d3a1d507
35,176.21143425065654,2631530645ac2ec8
36,5.793458317044333,480b0f80325080af
37,6.857390679232072,062ce4c17e84291e
38,45.69104439056811,abcadd700f8948e3
39,739.7512072105604,07ed828db19fe8ca
40,1.6204823080706312,7b95e27ce402e6e5
41,10.930100577644302,cead2cbd1f8f0b86
42,1.263133253613777,8683715784c40f0f
43,2.097023494028056,764cd56389d50070
44,88.05783417224261,1bd7145ed1da044a
45,23.245842805417468,9d8776ac0a78d908
46,219.31908319647073,0ea136556d12fc16
47,8.025972951069688,fda49275fbf5caf6
48,4.845966653715811,eac302b92f87d9ca
49,96.59549716167756,855f882ce507aba5
50,13.918733349848326,205ccde9be499e17
51,9.611085629145954,72b65b337fc5302a
52,215.24637276833258,85adcb13676b6172
53,3.2884394348324157,f1fd357c5adaa8dc
54,18.017343838790875,70a4c62beba3c168
55,249.1168459534419,5e1e131ec84f4c87
56,15.485937784156773,6a7b8c3ab2bc6c38
57,17.376490103086017,a1b03f0e4d79b4fe
58,12.761435637878398,f67358b81451a8d1
59,180.2513912066655,f3c2cc112eb0e6fe
60,80.14687261416871,351bc0cbcce79ec9
61,10.848660779470514,c45d8ddba643c0d7
62,48.08446952292222,51db62cb09adc2e8
63,111.60843453477233,a454a6655aaaaaed
64,65.04572391582427,cb23149538de1c42
65,417.8116516286682,71975b563db10671
66,26.021705803834344,902f3a9003f7e637
67,17.090820128376173,8910840651ee3971
68,48.41442848645886,86d92d4b0a058014
69,18.742413441078746,18fb5197aa553b9c
70,6.436110206858409,351174f21316c2f0
71,214.41293530106043,ec84c1e86735dc9b
72,154.80325334783447,588162e9cdf5d66d
73,4.2609653017488345,8ef25b4985bc557a
74,7.539436875055121,6f911ef231b0efa7
75,5.359737627060575,1d8a692643f9a15a
76,100.04068756907279,114487007645c940
77,22.35411254515032,960b4f2c94a2fb2c
78,577.5804739852665,64a227aa24370b17
79,271.59717583497576,11b6622567f98f3b
80,82.67064003387276,878bd5338ba55697
81,11.927414171170497,3fdbc27a4bed0deb
82,29.165848824976575,4c4428f2e4550a5a
83,14.816876487493403,5b3728d86ce29fd2
84,811.3311325125994,03e477d4ede00e89
85,39.929769023258075,ba4547c678a9a2e6
86,11.44154350306608,fae378a53734da72
87,31.57156145192628,ad622472210b0b57
88,106.2378035486966,c129d0cd5f1afd51
89,19.957402195690186,ba23b66825fc1c91
90,2691.8049305596687,8e0eb10270d768f8
91,306.7919401504326,07bba1a59af78f2d
92,10.444595343677666,ae345f007f327b22
93,37.37250228841702,505ceb6546aa8435
94,14.848661188199014,a51be58f39d1d625
95,12.819999440698375,09791645137aa877
96,17.201970100905196,c0019c9a4b4819f2
97,29.673414834637345,f8e70145d73bd728
98,315.42210036952275,3cf541a13002d37b
99,8.444867968167657,0307883b5d063703
100,332.51848222659777,7926ffd2861f8dbc
101,19.138005934742534,8a4ab531676691da
102,2.7879926845114635,2a6b10e6e68be90e
103,6.704123545810895,77c880feff17c521
104,26.333440262931116,b0e4b4b27117562a
105,6.9121462568884695,be4424aa54f8d2ae
106,71.72471852669669,18e37d24ff8517ef
107,9.894802432165484,9bd4f108a319de42
108,5.43286216655972,074590cfc1c41ebf
109,9.183946115740376,fa005e1ffef6032a
110,112.70549795526654,b4829f1e221d9778
111,148.83882273815203,164c8953d3af2bbe
112,6.85797714897036,d0f5f5b9fcecb0d8
113,124.83484335771638,a4d1e1ff1bc3b830
114,2.345379770919686,8ca7766621b0ffe9
115,2.6687808004406355,e635f6b0f8a98808
116,37.89552027762581,617532f74ef8ed73
117,41.77327275500298,782568ced6ad8838
118,72.63100690349849,6471ede39ca61b39
119,155.10407468855274,857b720c7c979ae1
120,14.81648571574912,56aa50429893f5ca
121,69.04335412369913,41e0f8ccfe523e0d
122,3.0614988039880338,bce36d2f8aa39d8b
123,915.0806234187497,cf96db4cc35ea025
124,116.20671257812677,4de42e351006a2ae
125,46.30202032936753,7f076b180f941ec8
126,6.195950327583867,051e9cc7d7636816
127,16.98783742562532,74d75dde6dc4a5ec
128,22.48593543238174,b73e63cd3a2904c9
129,11.714028522353814,20e241460ce4140d
130,7.141994729230089,807c5037e6993f2c
131,18.597991685250033,de1994d393ef525a
132,20.953421067218276,be8a37473dc63db0
133,52.16651637926351,40abcc3eff7bcf73
134,20.44678027890847,1096f26c5a236d0b
135,30.289930198480544,df2cd1cbe849ebd0
136,120.57306235825492,3a5d0e5eb1691b38
137,545.174404198899,6cce2bf873870afc
138,21.488766190391313,9bc907eeb9e3fc52
139,29.42720963428758,20589298110cd872
140,41.68988881617689,d6f1f98b1745e004
141,33.45961431921634,b4bb04d2a6472ea0
142,10.140088660305011,437130e27b6165ec
143,26.340645333290254,f4612b8b5a8223b5
